帕莎蒂娜驳二仓库餐厅 & 帕莎蒂娜烘焙坊,地址:高雄市盐埕区大勇路1号 ,5311106
托司伯格,地址:970台湾花蓮縣花蓮市建國路280號,
来去海边玉石咖啡,地址:花莲县丰滨乡丰滨村永丰路1-2号 ,8791898
站前面馆,地址:花莲车站前,
森活早午餐,地址:吉安鄉自強路18號 ,038539968
簡單一點早午餐,地址:花蓮市國風街22號 ,+886-3-8330026
台北咸水鸡,地址:吉安乡自强路上 ,0910027962
邦娜比堤咖啡館,地址:吉安鄉明仁二街176巷1號 ,+886-987059559
木槿轩,地址:花莲市介寿一街1号 ,8332861
橙缘,地址:自强夜市,
百色千味,地址:台湾地区花莲县港滨路35-1号,
龙大刈包,地址:970台湾花蓮縣花蓮市和平路395號,
麦味登,地址:富里乡中山路155号,
川记酱烧麻辣面食馆,地址:吉安乡中山路一段222号 ,8547447
博士牛肉面,地址:寿丰乡中山路241号 ,8652057
麦味登,地址:寿丰乡志学村中正路209号 ,8661237
花莲F酒店西餐厅,地址:花蓮縣花蓮市國盛二街203-1號,
邱家生魚片,地址:946台湾屏東縣恆春鎮大光路79-51號 ,+886-8-8866302
欧恋洋葱冰淇淋,地址:台湾屏东县恒春镇福德路80号 ,+886-88881107
燈塔椰子舖,地址:恆春鎮鵝鑾鼻燈塔路279號,
星巴克,地址:台湾屏东县恒春镇垦丁路2号 ,8863818
阿泰海鮮熱炒,地址:屏東縣恆春鎮山腳里恆南路90號 ,+886-8-8883513
大埔铁板烧,地址:屏东县恒春镇垦丁街333-1号 ,+886-8-8861133
竹夯鍋物,地址:屏東縣恆春鎮恆南路6-7號,
威记炒三杯,地址:垦丁大街,
大頭の蝦,地址:冒煙的喬旅店旁邊小攤 ,0918050623
老铺子 麻辣火锅,地址:台湾屏东县恒春镇恒南路73-9号 ,8882931
兴海食堂,地址:屏东县恒春镇大光里大光路79-66号 ,+886-8-8866908
沙滩小酒馆,地址:946台湾屏東縣恆春鎮船帆路230號香蕉灣公園 ,+886-8-8851281
兰苑风味餐厅,地址:屏东县恒春镇垦丁路6号 ,8861888
我在垦丁天气晴,地址:草潭路250巷26号 ,0955-502-281
巴沙诺瓦餐厅,地址:屏东县恒春镇南湾路220号 ,8897137
猪姐的烧烤,地址:垦丁大街12号 ,+886-0984304818
夜排档,地址:台湾屏东县恒春镇恒南路132号 ,+886-8-8899700
虾匠活虾料理创始店,地址:屏東縣恆春鎮墾丁路233號 ,+886-938371967
恆春蛋酥餅,地址:946台湾屏東縣恆春鎮中山路104號 ,+886-8-955624775
垦丁大街小笼汤包,地址:屏东县恒春镇垦丁大街上,
南风微醺,地址:台湾屏东县恒春镇垦丁路6号,
吴家红茶冰,地址:屏东县恒春镇南门路45-1号 ,981569399
富美海鮮,地址:屏東縣恆春鎮大光路87之6號 ,+886-0908867599
冒烟的乔美式墨西哥餐厅,地址:台湾屏东县恒春镇垦丁路237号 ,+886-8-8862631
柯家绿豆馔,地址:台湾屏东县恒春镇福德路69号 ,8881585
甘味食堂,地址:恆南路4巷,
虾匠活虾料理垦丁旗舰总店,地址:恒春路32-1号豪情之家旅馆门前,
小山豬傳統美食石板烤肉,地址:946台灣屏東縣恆春鎮墾丁路60號 ,+886-980-798057
垦丁牧场合作社,地址:台湾屏东县恒春镇垦丁路106号附近,
湯匙放口袋,地址:恆春鎮中山路192號,
朋莱湾平价海鲜餐厅,地址:屏东县恒春镇大光里大光路89号 ,8866525
沃土Terreno Gelato,地址:恒春镇光明路93号,
山下人家,地址:946台湾屏東縣恆春鎮山腳路68號,
龙磐餐饮,地址:屏东县恒春镇鹅銮里坑内路13号 ,+886-8-0928122250
上禾麵食館,地址:946台湾屏東縣恆春鎮南門路22號,
元气·早午餐轻食,地址:946台湾屏東縣恆春鎮墾丁路206 ,+886-0921682208
谷色谷香白羊道手工麻糬,地址:屏东县恒春镇中山路188号 ,8851968
城外小馆,地址:屏东县恒春镇省北路4O巷123号 ,+886-0925196661
巷子内海鲜热炒合菜,地址:台湾屏东县恒春镇垦丁路海滨巷9-3号,
阿伯绿豆馔,地址:台湾屏东县恒春镇中山路115号 ,+886-8-8898918
恒春牛老街牛肉面,地址:台湾屏東縣恆春鎮中山路82號,
孫東寶台式牛排教父,地址:屏東縣恆春鎮墾丁路318號 ,+886-0800030889
馬的吧子,"地址:墾丁福華斜對面路邊 恆春鎮, 屏東縣 946 Taiwan",
阿庭国民美食,地址:中正路135号 ,8882077
迷客夏,地址:94643台灣屏東縣恆春鎮中正路87號,
南风渔夫,地址:946台湾屏東縣恆春鎮屏鵝公路6號,
阿兴生鱼片,地址:台湾屏东县恒春镇大光里大光路8-11号 ,+886-919123115
小杜包子,地址:屏东县恒春镇恒公路20号 ,+886-088881328
垦丁QQ蛋奶,地址:屏东县恒春镇垦丁路237号 ,933384813
伙计鸭肉冬粉,地址:台湾屏东县恒春镇中山路35号 ,8891298
后壁湖海鲜市场,地址:屏东恒春镇砂尾路16-57號,
兴丼寿司,地址:屏东县恒春镇中山路139号（恒春古城老街）,
冒烟的乔美式墨西哥餐厅,地址:台湾屏东县恒春镇大湾路188号,
恆春白肉圓大王,地址:恆春鎮福德路55號,
北门家常菜,地址:屏东县恒春镇北门路170号 ,8882230
墾丁140,地址:946台湾屏東縣恆春鎮墾丁路140號,
三妈臭臭锅,地址:中正路108号（近吴记盐酥鸡） ,8-8894108
陳家大頭蝦鮮蝦料理,地址:屏東縣恆春鎮墾丁路237號 ,+886-0976375266
垦丁寳记烤生蚝,地址:台湾屏东县恒春镇垦丁路垦丁大街,
大甲芋頭牛奶,地址:興南巷旁 ,0973217300
傻大姐猪脚,地址:屏東縣恆春鎮墾丁路30號,
垦丁凯撒大饭店-发现西餐厅,地址:屏东县恒春镇垦丁路6号 ,8861888
阿順台灣水果,地址:垦丁大街冒烟的乔大街店前,
波波比萨,地址:台湾屏东县恒春镇垦丁路,
成倧水果店,地址:恆春鎮南門路55號,
老张盐酥鸡,地址:屏东县恒春镇中山路48号 ,+886-8-8897143
食牛堂牛肉面,地址:船帆路652-1號 ,+886-8-8851179
50岚,地址:屏东县恒春镇垦丁路185号 ,+886-8-8863868
小牛村,地址:台湾屏东县恒春镇中正路186号 ,+886-8883064
垦丁天使心情调酒吧,地址:青年活動中心公車站牌,
冬粉鸭 黑白切,地址:屏東縣恆春鎮墾丁路185號,
墾丁故事酒吧,地址:墾丁路111號,
升日全海鲜餐厅,地址:屏东县恒春镇大光里砂尾路16-48号 ,08-8867972
垦丁脆皮汤包,地址:恒春鎮墾丁路251號 ,+886-937378342
手打花枝丸,地址:垦丁大街,
阿宗卤肉饭,地址:屏东县恒春镇城北里新兴路42号 ,088896771
垦丁号瓜瓜奶,地址:屏東縣恆春鎮墾丁路251號,
炸弹葱油饼,地址:垦丁大街,
贝力岡法式冰淇淋,地址:台湾屏东县恒春镇垦丁路205号 ,986790970
柯记古早味绿豆馔,地址:垦丁,
可胜美龙虾堡,地址:屏东县恒春镇垦丁路153号 ,+886-8-8861869
打洞香肠,地址:屏东县恒春镇垦丁路（近垦丁大街）,
恆春有一家紅豆餅,地址:946台湾屏東縣恆春鎮中山路23號,
讨海人海产,地址:屏东县恒春镇大光里砂尾路16-61号 ,8866366
麦当劳,地址:台湾屏东县恒春镇垦丁路342号,
阿娥姊黑糖绿豆蒜,地址:屏东县恒春镇中山路83号 ,8891003
聚点2Ps PUB,地址:屏东县恒春镇垦丁路通海巷1号 ,8861729
阿亮牛肉面,地址:恒春古城南门旁 ,8892288
豆豆豆花,地址:屏東縣恆春鎮恆南路223號,
乡村冬粉鸭,地址:946台湾屏東縣恆春鎮福德路91號 ,+886-8-8898824
玉珍香饼店,地址:屏东县恒春镇中山路80号(近恒春老街) ,8892272
曾家小栈,地址:屏东县恒春镇省北路二段558号 ,8880958
古城家常菜,地址:屏东县恒春镇中正路179号 ,8891689
阿飞冲浪厨房,地址:屏东县恒春镇南湾路264号,
墾丁凱撒大飯店大廳酒吧,"地址:墾丁路6號 恆春鎮, 屏東縣 946 Taiwan ",+886 8 8861888
50岚,地址:屏东县恒春镇恒南路161号 ,+886-8-8899336
船帆石柘園海鮮料理,地址:屏東縣恆春鎮鵝鑾里船頂路160-3號,
迷路小章鱼餐酒馆,地址:屏东县恒春镇南湾路60号 ,+886-88882822
垦丁活力早午餐店,地址:垦丁里垦丁路208号 ,0971227985
华泰瑞苑垦丁宾馆-沐餐厅,地址:屏东县恒春镇公园路101号 ,886-3666#1511
墾丁摸摸茶,地址:946屏東縣恆春鎮恆公路1097-1號,
嘟嘟熊可麗餅,地址:屏東縣恆春鎮墾丁路134號,
船帆石,地址:恆春鎮屏鵝公路725號,
一品卤味,地址:屏东县恒春镇垦丁路187号 ,8861697
官芝霖大肠包小肠,地址:台湾垦丁路123号旁,
賀HeR巷內食間,地址:屏東縣恆春鎮曉南路151號,
牛肉三,地址:垦丁138号,
米淇鮮果汁,地址:屏東縣恆春鎮墾丁里 ,+886-0915529369
鸭肉蔡,地址:屏东县恒春镇恒南路71-3号 ,8898226
垦丁夏都沙滩酒店 - 爱琴海西餐厅,地址:台湾屏东县恒春镇垦丁路451号，1楼 ,8862377
捻花风味食堂,地址:屏东县恒春镇鵝鑾路204号 ,+886-8-8851665
东山鸭头,地址:台湾屏東縣恆春鎮墾丁大街上,
最南吃面线,地址:垦丁大街夜市,
大相扑拉面,地址:屏东县恒春镇垦丁街324-1号 ,+886-8-8863986
垦丁牧场炸鲜奶,地址:屏东县恒春镇垦丁路和平巷,
白沙滩,地址:屏东县恒春镇垦丁路58号,
何家食堂,地址:垦丁里垦丁路161（墾丁大街） ,8-8861151
卡米克特色民宿,地址:大光路79-68号 ,08-8867997
麻吉山海產,地址:大光路120號,
海珍珠 兴海水产,地址:屏东恒春新興路13號 ,+886-926063318
北坪海产,地址:屏东县恒春镇南湾路394号 ,8882687
佳珍活海鲜,地址:台湾屏东县恒春镇垦丁路203号 ,8861017
鲜茶道,地址:屏东县垦丁路176号,
阿贤的店,地址:屏东县恒春镇中正路250号,
上安活海鮮,地址:屏東縣恆春鎮大光里大光路79-66號 ,+886-0921210568
帕尼尼Panini's早餐屋,地址:屏东县恒春镇南湾路390号 ,08-8882356
咱的海产店,地址:屏東縣恆春鎮大光路118-2號,
肥春号咖啡,地址:屏東縣恆春鎮德和里糠林南路15號 ,+886-8-8899855
青蛙下蛋,地址:屏东县垦丁里垦丁路夜市,
珍竹林日本拉麵,地址:屏东恒春文化路168-4號,
梧桐韓食,地址:屏東縣恆春鎮墾丁路109-3號 ,+886-8-8856976
曼波泰式餐厅,地址:垦丁大街,
台湾第一家盐酥鸡,地址:恒春镇恒南路123号河堤时尚旅店对面,
波波厨房,地址:恒春镇海角七号旁边,
古早味绿豆冰,地址:屏东县恒春镇,
辉哥生鱼片,地址:屏东县恒春镇大光路79-15号(后壁湖渔会摊位7号) ,8897776
早安食堂,地址:屏东恒春船帆路686號 ,+886-8-177607
恆春海鮮 BBQ食材 附設海鮮餐廳,地址:946台湾屏東縣恆春鎮大光路79-66號 ,+886-8-8866822
墾丁三星蔥油餅,地址:墾丁大街,
恆春粉圓老店,地址:屏東縣恆春鎮城南里新興路上 (許家廚坊斜對面),
渔夫现捞海鲜,地址:屏东县恆春镇山海里红柴路11-2号 ,+886-8-8869881
墾丁-五路鍋聖小火鍋,地址:屏東縣恆春鎮墾丁路144號2樓 ,8862338
洋葱田,地址:屏东县恒春镇镇南门路48号 ,8897699
My醉診療室,地址:屏东恒春復興路8號 ,+886-0936155450
和平披薩,地址:946台湾屏東縣恆春鎮山腳路60號 ,+886-931750283
幸福鸡蛋糕,地址:屏东县恒春镇中山路129号,
垦丁面店,地址:屏東縣恆春鎮墾丁路217號 ,+886-8-8861256
小时后卤肉饭,地址:台湾屏东恒春镇文化路134號,
台北深坑臭豆腐串烧,地址:屏东县恒春镇垦丁大街上,
愛玉海產店,地址:山海里紅柴路12-2號 ,+886-0913972760
海洋玫瑰海景餐厅,地址:湾屏东县恒春镇鹅銮砂岛路212号 ,975303976
欲罷不能鹹水雞麻辣雞,地址:垦丁大街,
嗜。咖啡 Addicted to café,地址:恆春鎮中山路149號,
恒春福记蒸饺,地址:屏东县恒春镇中正路120号 ,8892413
鯊魚咬耳朵,地址:屏东恒春,
章鱼一番,地址:屏东县恒春镇垦丁路210号 ,+886-8-8856810
原厨台式家常菜,地址:946台湾屏東縣恆春鎮墾丁路143號,
阿興現撈海鮮,地址:台湾省 ,+886-0919123115
那里鳮蛋糕,地址:屏東縣恆春鎮中山路130號,
早安美芝城,地址:台湾屏东县恒春镇垦丁路136号 ,8861037
蘭姐麵店,地址:946台湾屏東縣恆春鎮南灣路384號,
深夜小食堂,地址:台灣屏東縣恆春鎮恆南路125巷69弄1號 ,88688880538
Q陳古早黑砂糖剉冰,地址:946台湾屏東縣恆春鎮福德路65號 ,+886-088897905
612海鲜餐厅,地址:屏東縣恆春鎮恆西路33巷2-5 ,+886-8851332
恒春鹅肉,地址:屏东县恒春镇中正路129-6号,
小翠越南美食阿嘉耕逃,地址:屏東縣恆春鎮省北路77號,
啵囉！bolo！,地址:屏東縣恆春鎮 墾丁路109號,
Miss Q,地址:屏东县恒春镇南湾路94号之1（7-11旁边）,
墾丁福華渡假飯店麗香苑,"地址:墾丁路2號 恆春鎮, 屏東縣 946 Taiwan",
自在轩,地址:山脚里南门路,
爆浆玉子烧,地址:垦丁路垦丁夜市,
黑九牛肉面,地址:恒春镇中正路137号,
十碗面,地址:屏东县恒春镇恒南路2巷28弄12号 ,8898363
星巴克,地址:屏東縣恆春鎮恆公路952-1號,
金像咖啡,地址:屏東縣恆春鎮中山路43號,
珊珊來食,地址:恆春鎮南灣路856號 ,905585572
魚之香,地址:946台湾屏東縣恆春鎮大光路79-66號 ,+886-920963912
拉芙乐儿旅宿餐酒馆,"地址:屏东县 No. 422, Hunei Road Hengchun Township 94644",
吴记盐酥鸡,地址:中正路107号之一,
本港海鲜餐厅,地址:屏东县恒春镇船帆路226号 ,8851230
阿鲁霸麻辣鸭血,地址:屏东县恒春镇垦丁路239号,
墾丁凱撒大飯店小灣Bar,"地址:恆春鎮, 屏東縣 946 Taiwan ",+886 8 8861889
Scott墾丁南灣落日沙灘海景龍蝦海鮮BBQ音樂酒吧,地址:墾丁南灣 ,+866-0968299332
东港饺子馆,地址:屏东县恒春镇横公路688号 ,8899575
六八东山鸭头,地址:屏东县恒春镇垦丁大街上,
好记牛肉面馆,地址:台湾屏东县恒春镇西门路72号 ,8899823
阿兴生鱼片分店,地址:屏东恒春镇大光路79-66號,
翡冷翠窑烤脆皮pizza,地址:屏東縣恆春鎮屏鵝公路6號,
悠活丽致国际度假村饼房,地址:屏东县悠活丽致国际度假酒店大堂侧,
阿爸蒜香鸡,地址:台湾省垦丁大街,
百鱻海產土雞,地址:恒春鎮草潭路1-1號,
鵝鑾鼻三哥椰子,地址:屏東縣恆春鎮鵝鑾里燈塔路171號 ,+886-8-088851567
旅南活海鲜,地址:台湾屏东县恒春镇垦丁路193号 ,+886-88861036
紅磚窯手工窯烤pizza,地址:屏东县恒春镇垦丁大街尾端 ,8-980125569
花野井,地址:屏東縣恆春鎮南門路23號,
四学士姐妹牛肉面,地址:屏东县恒春镇省北路二段580号,
南北潜水美食馆,地址:屏东县恒春镇省北路499号 ,8895350
爱丁堡十六号,地址:中正路232巷15弄16号 ,978926958
腸腸續酒攤,地址:屏東縣恒春鎮墾丁路21號,
象厨泰缅式庭园餐厅,地址:屏東縣恆春鎮墾丁路210-6號,
勇伯熏茶鸭,地址:946台湾屏東縣恆春鎮屏鵝公路65號台灣,
小关山,地址:屏东县恒春镇水泉里树林路40号 ,8867263
渔文海产店,地址:屏東縣恆春鎮紅柴路13-7號,
巧味香,地址:屏東縣恆春鎮恆南路219-2號,
大三元,地址:台湾地区恆春鎮,
美家福炸鸡翅,地址:屏东恒春中正路107號,
阿婆面店,地址:屏东县恒春镇中山路54号 ,8891090
老月琴,地址:946台湾屏东恒春镇垦丁路120-1號,
Mr波薯条厨房,地址:屏東縣恆春鎮墾丁路115號,
GONG CHA,地址:屏东县恒春镇垦丁路271号,
茶の魔手,地址:城南里中正路72号 ,+886-8-088880002
Pizza swell 波波披萨,地址:街边,
秋香面店,地址:屏东县恆春镇中山路48号,
墾丁阿龍師國際美食  金牌伴手禮,地址:台湾屏东县恒春镇恒南路23-3号 ,8882281
黑仔的店,地址:中正路118号,
紅藜廚房,地址:屏東縣恆春鎮恆南路29之2號 ,0909246659
扛棒鸡排,地址:屏东县恒春镇垦丁路（近垦丁大街）,
蛤蛤闷爆了,地址:垦丁夜市,
大玉海鲜馆三馆,地址:台湾屏东恒春大光路79-58號,
小茶斋,地址:屏東縣恆春鎮恆南路108-1號 ,+886-88880248
柚香早餐,地址:946台湾屏東縣恆春鎮墾丁路82號 ,+886-8861015
弄海泰缅式庭园餐厅,地址:屏东县恒春镇垦丁路888-1号 ,8863898
黑松海产店,地址:屏东县恒春镇山海路6号,
牛仔沙灘酒吧餐廳,地址:946台湾屏東縣恆春鎮南灣路223號 ,+886-8-0919418511
张口大吉,地址:946台湾屏东恒春镇燈塔路251號 ,+886-8-987782722
红苹果大肠面线,地址:恆春鎮文化路168-5號,
赚食人,地址:恒春镇福德路52号 ,+886-8-8895086
eclair闪电泡芙,地址:台湾地区恆春鎮,
台南下营鹅肉,地址:946台湾屏東縣恆春鎮恆南路119-1號,
火焰骰子牛,地址:台湾屏东县恒春镇垦丁路,
阿利海产,地址:946台湾屏东县恒春镇砂尾路20之1号 ,+886-8-8866479
吴师傅鲁味,地址:屏东县恒春镇垦丁路207号 ,8861075
敘番海鮮樓,"地址:恆南路183號 恆春鎮, 屏東縣 946 Taiwan ",+886 8 8881055
好鸭味东山鸭头,地址:屏东县垦丁路241号,
阿娇那个鱼,地址:946台湾屏東縣恆春鎮下泉路100號,
星期八南洋料理小館,地址:屏東縣恆春鎮中正路131號 ,+886-8-8893558
麦当劳,地址:恒公路,
飞鱼卵香肠,地址:垦丁大街夜市,
